concept;696045821775
divers;243811921391
global;688974499739
major;515393841337
signific;770912593196
paper;1762372937817
human;820493641637
find;537461346621
dynam;751763604234
paramet;259246021721
impact;697390857869
group;835789097067
polici;910213148786
elsevi;540141757657
activ;777736648666
articl;629478364479
environment;1100401519406
other;1405581160818
decis;702228543113
factor;1133342091261
larg;689754020358
govern;442402690273
local;908670376035
applic;619919225639
predict;552653056397
sourc;512297431405
risk;814528772814
period;581808813422
distanc;368063579817
framework;548971140447
temperatur;357189826922
new;1276347531475
increas;765064877235
characterist;561143480628
measur;1003344613613
term;450583319660
organ;379406499456
specif;504386856684
level;1301478728107
densiti;480661374633
geograph;752339183195
public;753179796309
small;282617526444
polit;435003255494
manag;1183967530664
mean;503915329548
right;443623241216
habitat;322266832600
speci;1414169206327
natur;1023836810830
individu;877971566350
knowledg;580857752955
rate;794674537217
growth;295350536476
sampl;709676503000
result;2163175372195
year;874174495000
transport;338198555856
concern;293084118203
variabl;1016725244378
scale;912777064512
network;1433363616634
space;800148657482
influenc;348222709161
pattern;987859182889
particip;371208586685
landscap;817296904819
research;1601615247999
current;328641196928
state;556287870070
estim;749717317925
health;771159816203
import;1431241451455
experi;627496248175
approach;1341220219082
method;1258051530668
multipl;425779218997
variat;335999531328
gener;904737467360
use;3046715810468
water;645227149159
theori;824664497068
locat;667647130057
valu;603559064362
popul;1041798088223
region;1430134672563
commun;1190252037241
technolog;367657046337
simul;533753998782
survey;404776328415
context;471577194678
social;1566802350480
mani;763832381049
studi;2893477678342
first;601713414647
rang;615592995348
agricultur;379017392849
qualiti;644531019398
number;934304873482
assess;541007115967
set;356016868719
techniqu;340876516053
total;325912873631
market;500275630477
size;430647087188
differ;2366644346479
area;1845879125401
interact;747565070086
question;411962554212
system;1855213427977
avail;357149282319
citi;994471009730
includ;399294310115
way;607807072324
addit;519393138908
type;729360788855
more;738565465439
analysi;1632246209567
urban;1303159438886
relationship;749553055048
peopl;575991745876
imag;524481800690
relat;724675657276
part;615236536061
understand;671737696084
present;591873783596
case;796281064480
possibl;484065434943
veget;530734630262
ecosystem;369495313767
servic;410847917166
work;652271859533
tree;317802552747
biolog;240493655332
structur;1077983090553
project;396014518564
limit;390224305690
learn;391809992502
posit;350116873687
design;693053587501
problem;841970831724
strategi;652643631400
similar;246447211170
observ;379799878501
control;476840006646
function;673790382507
comput;337380281469
climat;791979466659
process;1411584113343
soil;633070295405
respons;682109846288
emiss;274074846357
site;596585274182
indic;539558958518
high;744593275132
cluster;299195649493
critic;304673574501
exist;268125730804
cultur;263900448033
sever;566175078032
scienc;279680957143
develop;1473924596905
form;545476755132
perform;624446392332
econom;922517027337
field;578751259188
complex;837601484721
role;608342881480
futur;453111150896
spatial;1777941612042
test;546908306101
ecolog;566470900477
properti;417094573965
tool;423299459019
higher;542267311359
map;898109443669
product;759447425950
resourc;521627645287
distribut;945307425944
evid;313394701137
object;517547821663
effect;1717337421107
plan;753965723394
countri;280660701272
such;1395815100134
nation;530104878479
data;2711817600543
chang;1896082427678
recent;518724687269
land;767064734583
practic;753295939725
condit;741149504721
issu;506045007013
inform;1306309683098
environ;787701009973
place;258177139783
potenti;652358749386
time;1340269949447
model;4198953050150
order;727961641884
