paper;282947165
children;165785700
polici;414096584
activ;268815297
dispers;160978405
environment;406840444
decis;254219469
factor;345763777
sustain;167159092
vulner;465962933
local;209697232
nation;250341052
import;218379296
measur;316422748
level;315512508
small;184548564
manag;295477244
mean;196440096
speci;439703017
natur;275654249
fish;163267717
rate;211068292
design;363488621
result;507560361
variabl;338715896
index;207869200
scale;159604685
network;297071653
biolog;165098973
pattern;193467669
landscap;303903029
research;439249849
health;425883200
new;302992185
approach;385741021
method;222034048
process;174482344
differ;514562128
popul;202840884
commun;163954412
social;195296861
chang;231625336
childhood;173567100
road;184091152
cancer;318698664
number;184319837
walk;177456897
assess;301170605
total;191867048
use;660929132
area;271323128
support;162809813
question;162351957
system;465510013
avail;158917804
citi;347355064
way;176770452
molecular;158002064
strategi;224089645
analysi;330301285
urban;245777520
relationship;206497820
tool;163038732
densiti;277022217
understand;168761149
case;171049797
properti;194610964
intern;180659817
structur;250569209
descriptor;158002064
behavior;205355161
sampl;240528465
problem;248515704
purpos;182261172
predict;373027753
diagnosi;177456881
pedestrian;200783709
adhd;203755416
develop;230940385
perform;203526609
econom;204440897
other;270411180
role;211296761
test;265623581
ecolog;168990172
polit;222262497
relat;165327844
distribut;293199452
price;153651417
mortal;232538736
effect;458947424
fe;165328020
data;695034728
studi;626777484
vulner assess;154338288
issu;225459941
inform;320973988
environ;446043869
time;208097581
model;586049893
