urban;66156756555
process;68724228560
natur;36083999331
number;24919674234
paper;86292447920
result;106175051508
factor;55482065745
complex;22214613262
variabl;35564596640
differ;116485724136
scale;38728890286
develop;76619079351
network;71302371971
area;91416268598
polici;20743166823
pattern;35958362423
speci;60352472635
system;92312264035
research;86145929536
environment;47580302081
citi;36121677844
other;67451866055
health;24701565728
spatial;96659903511
import;69923911925
approach;67088594675
method;57170367432
analysi;79818949856
model;198865058106
distribut;21057474089
gener;27294466806
time;65369488195
use;149632278229
effect;83600044250
new;64247776720
such;67909977219
data;137536530309
studi;146072011422
popul;39248120961
measur;33727348653
land;20587654978
level;59142287522
local;21605318614
region;67211662681
commun;57760363555
structur;51775588065
inform;70506606192
social;77486041395
chang;96089002694
manag;56546534652
