concept;6939337864
speci;10569315771
process;9446360744
natur;8182232335
number;7842136504
group;6880553156
signific;6563671619
paper;12332230239
result;16608091636
factor;7522507336
variabl;7424627148
differ;16797561895
develop;11111070492
network;11245082500
area;14270446103
polici;9178570859
pattern;7084095331
system;13916667492
research;12113236776
environment;10582297115
citi;8683868915
other;11659883032
spatial;13930650695
import;10738058603
approach;10628813400
method;10349657944
urban;10044382576
analysi;12536047416
model;29273951948
distribut;7616022460
gener;7453992755
time;9466954919
use;23845294023
effect;11914668048
plan;7281040584
new;10190544519
such;10727243099
data;21208171528
studi;21322855172
popul;7490970195
measur;7594276124
level;9524398052
region;10123422999
commun;10110430859
structur;8483047500
inform;9962082172
map;10395112148
social;12278299439
chang;14088744712
manag;8270212256
