dexter;131151600
ethnic;94188380
number;134763531
pedestrian;97692276
signific;137253511
paper;143226327
design;193438748
result;249213423
year;123922504
chang;114564659
complex;99568739
event;109319487
variabl;138747219
use;278474436
develop;127039263
network;250317776
area;198750759
particip;150188927
system;196651120
research;100569459
other;132272655
health;179338144
decis;163350723
densiti;98943400
test;225131895
import;125792683
analysi;124421260
social;127039339
differ;221069532
effect;172773651
adult;226485544
new;98943300
such;117185972
data;148075892
studi;314312528
measur;147702955
condit;96065563
level;149070316
mean;100069071
age;136506671
older;125169424
critic;108569747
inform;103945524
environ;147703059
time;148448807
sampl;94063031
model;364485452
purpos;101069659
manag;102320195
theori;138000523
